,satisfaccion,desempeño,numero proyectos,promedio horas mes,tiempo en empresa,accidente laboral,retiro,Ascenso,Departamento,salario
461,0.43,0.5,2,137,3,0,1,0,mantenimiento,medio
462,0.8,0.53,3,255,5,0,1,0,,alto
463,0.8,0.85,4,273,5,0,1,0,gerencia y admon,bajo
464,0.82,0.98,5,234,5,0,1,0,publicidad,medio
465,0.37,0.54,2,152,3,0,1,0,publicidad,medio
466,0.37,0.48,2,134,3,0,1,0,publicidad,medio
467,0.09,0.95,6,292,4,0,1,0,ventas,medio
468,0.9,0.92,5,245,5,0,1,0,ventas,bajo
469,0.41,0.52,2,159,3,0,1,0,ventas,bajo
470,0.1,0.85,6,260,4,0,1,0,ventas,bajo
471,0.44,0.53,2,149,3,0,1,0,ventas,bajo
472,0.89,0.85,5,266,5,0,1,0,ventas,bajo
473,0.42,0.56,2,149,3,0,1,0,ventas,bajo
474,0.87,1.0,5,242,5,0,1,0,ventas,bajo
475,0.45,0.57,2,134,3,0,1,0,ventas,bajo
476,0.11,0.87,5,271,4,0,1,0,ventas,bajo
477,0.09,0.79,6,275,4,0,1,0,ventas,bajo
478,0.76,0.83,5,227,5,0,1,0,ventas,bajo
479,0.11,0.96,7,277,5,0,1,0,ventas,bajo
480,0.37,0.49,2,151,3,0,1,0,ventas,bajo
481,0.1,0.79,6,274,4,0,1,0,ventas,bajo
482,0.77,0.87,4,242,6,0,1,0,ventas,bajo
483,0.42,0.54,2,143,3,1,1,0,ventas,bajo
484,0.38,0.52,2,145,3,0,1,0,ventas,bajo
485,0.32,0.95,5,172,2,0,1,0,ventas,bajo
486,0.38,0.49,2,135,3,0,1,0,finanzas,bajo
487,0.19,1.0,4,192,4,0,1,0,finanzas,bajo
488,0.1,0.83,7,276,4,0,1,0,finanzas,bajo
489,0.76,0.88,4,206,4,0,1,0,rr.hh.,medio
490,0.53,0.56,4,281,6,0,1,0,rr.hh.,medio
491,0.39,0.51,2,151,3,0,1,0,rr.hh.,medio
492,0.11,0.83,6,244,4,0,1,0,rr.hh.,medio
493,0.1,0.94,6,309,4,0,1,0,,medio
494,0.84,1.0,5,218,5,0,1,0,,medio
495,0.82,0.99,4,263,6,0,1,0,,medio
496,0.1,0.82,6,244,4,0,1,0,,medio
497,0.59,0.49,7,263,4,0,1,0,,medio
498,0.44,0.48,2,143,3,0,1,0,,medio
499,0.89,0.95,2,181,5,0,1,0,,medio
500,0.91,0.84,5,265,5,0,1,0,,medio
501,0.66,0.57,5,161,5,0,1,0,,alto
502,0.11,0.87,7,282,5,0,1,0,,bajo
503,0.43,0.51,2,155,3,0,1,0,,medio
504,0.78,0.83,4,217,6,0,1,0,mantenimiento,medio
505,0.11,0.97,6,289,5,0,1,0,mantenimiento,medio
506,0.83,0.98,4,259,5,0,1,0,mantenimiento,medio
507,0.39,0.54,2,158,3,0,1,0,mantenimiento,bajo
508,0.38,0.55,2,158,3,0,1,0,mantenimiento,bajo
509,0.37,0.57,2,155,3,0,1,0,mantenimiento,bajo
510,0.44,0.48,2,146,3,0,1,0,mantenimiento,bajo
511,0.53,0.85,2,164,5,0,1,0,mantenimiento,bajo
512,0.09,0.96,6,259,4,0,1,0,mantenimiento,bajo
513,0.11,0.89,6,293,4,0,1,0,mantenimiento,bajo
514,0.83,0.96,5,275,5,0,1,0,mantenimiento,bajo
515,0.88,1.0,5,219,6,1,1,0,,bajo
516,0.1,0.89,6,247,4,0,1,0,,bajo
517,0.09,0.86,7,309,4,0,1,0,,bajo
518,0.44,0.54,2,151,3,0,1,0,gerencia y admon,bajo
519,0.39,0.51,2,129,3,0,1,0,sistemas,bajo
520,0.87,0.94,4,274,5,0,1,0,sistemas,bajo
521,0.74,0.99,4,233,5,0,1,0,sistemas,bajo
522,0.1,0.95,7,289,4,0,1,0,sistemas,bajo
523,0.74,0.82,4,239,6,0,1,0,sistemas,bajo
524,0.75,0.99,5,221,5,0,1,0,calidad,bajo
525,0.41,0.56,2,150,3,0,1,0,calidad,bajo
526,0.41,0.45,2,144,3,1,1,0,calidad,bajo
527,0.09,0.9,7,289,4,0,1,0,calidad,bajo
528,0.09,0.8,6,301,5,0,1,0,sistemas,medio
529,0.39,0.57,2,145,3,0,1,0,finanzas,medio
530,0.4,0.56,2,137,3,0,1,0,finanzas,medio
531,0.37,0.54,2,131,3,1,1,0,rr.hh.,medio
532,0.1,0.84,6,246,4,0,1,0,rr.hh.,medio
533,0.43,0.51,2,136,3,0,1,0,rr.hh.,medio
534,0.75,0.85,5,240,6,1,1,0,publicidad,medio
535,0.37,0.56,2,156,3,0,1,0,ventas,medio
536,0.11,0.85,6,305,4,0,1,0,finanzas,medio
537,0.45,0.45,2,154,3,1,1,0,mantenimiento,medio
538,0.87,1.0,5,261,5,1,1,0,,medio
539,0.11,0.94,7,244,4,0,1,0,gerencia y admon,medio
540,0.45,0.54,2,129,3,0,1,0,publicidad,alto
541,0.81,0.87,4,254,5,0,1,0,publicidad,bajo
542,0.77,0.91,5,236,5,0,1,0,publicidad,medio
543,0.89,0.92,5,237,5,0,1,0,ventas,medio
544,0.43,0.49,2,135,3,0,1,0,ventas,medio
545,0.78,1.0,5,236,5,0,1,0,ventas,medio
546,0.37,0.47,2,149,3,0,1,0,ventas,bajo
547,0.37,0.5,2,141,3,0,1,0,ventas,bajo
548,0.85,0.82,4,270,5,0,1,0,ventas,bajo
549,0.41,0.47,2,138,3,0,1,0,ventas,bajo
550,0.11,0.96,6,298,4,0,1,0,ventas,bajo
551,0.75,0.99,5,254,5,0,1,0,ventas,bajo
552,0.82,0.85,5,248,5,0,1,0,ventas,bajo
553,0.79,1.0,5,257,6,0,1,0,ventas,bajo
554,0.43,0.53,2,150,3,0,1,0,ventas,bajo
555,0.1,0.9,7,281,4,0,1,0,ventas,bajo
556,0.46,0.48,2,141,3,1,1,0,ventas,bajo
557,0.43,0.57,2,157,3,0,1,0,ventas,bajo
558,0.43,0.55,2,136,3,0,1,0,ventas,bajo
559,0.11,0.8,7,296,4,0,1,0,ventas,bajo
560,0.09,0.86,6,279,4,0,1,0,ventas,bajo
561,0.37,0.53,2,131,3,0,1,0,ventas,bajo
562,0.4,0.57,2,160,3,0,1,0,finanzas,bajo
563,0.1,0.77,7,291,4,0,1,0,finanzas,bajo
564,0.41,0.53,2,157,3,0,1,0,finanzas,bajo
565,0.79,0.58,3,294,4,0,1,0,rr.hh.,bajo
566,0.11,0.79,7,310,4,0,1,0,rr.hh.,bajo
567,0.1,0.97,6,282,4,0,1,0,rr.hh.,medio
568,0.44,0.51,2,134,3,0,1,0,rr.hh.,medio
569,0.25,0.46,4,214,4,0,1,0,,medio
570,0.44,0.52,2,137,3,0,1,0,,medio
571,0.73,1.0,4,252,5,0,1,0,,medio
572,0.75,0.97,5,243,6,0,1,0,,medio
573,0.36,0.47,2,148,3,0,1,0,,medio
574,0.37,0.49,2,151,3,0,1,0,,medio
575,0.39,0.49,2,129,3,0,1,0,,medio
576,0.48,0.78,2,198,2,0,1,0,,medio
577,0.57,0.72,4,275,6,0,1,0,,medio
578,0.9,0.96,5,243,5,0,1,0,,medio
579,0.39,0.55,2,159,3,0,1,0,,alto
580,0.44,0.51,2,145,3,0,1,0,mantenimiento,bajo
581,0.81,0.88,5,242,5,0,1,0,mantenimiento,medio
582,0.74,0.87,5,242,5,0,1,0,mantenimiento,medio
583,0.44,0.56,2,145,3,0,1,0,mantenimiento,medio
584,0.41,0.56,2,154,3,0,1,1,mantenimiento,medio
585,0.4,0.51,2,139,3,0,1,0,mantenimiento,bajo
586,0.46,0.57,2,152,3,0,1,0,mantenimiento,bajo
587,0.8,0.83,2,211,3,0,1,0,mantenimiento,bajo
588,0.87,0.9,5,258,5,0,1,0,mantenimiento,bajo
589,0.39,0.54,2,155,3,0,1,0,mantenimiento,bajo
590,0.38,0.55,2,148,3,0,1,0,mantenimiento,bajo
591,0.66,0.67,2,255,3,0,1,0,,bajo
592,0.1,0.8,6,264,4,0,1,0,,bajo
593,0.37,0.54,2,132,3,0,1,0,,bajo
594,0.1,0.77,6,255,4,0,1,0,gerencia y admon,bajo
595,0.09,0.87,5,263,4,0,1,0,sistemas,bajo
596,0.86,0.84,5,222,5,0,1,0,sistemas,bajo
597,0.11,0.9,6,263,4,0,1,0,sistemas,bajo
598,0.37,0.46,2,157,3,0,1,0,sistemas,bajo
599,0.11,0.92,7,307,4,0,1,0,sistemas,bajo
600,0.77,0.98,5,259,6,0,1,0,calidad,bajo
601,0.84,0.94,5,222,6,0,1,0,calidad,bajo
602,0.1,0.84,7,250,4,0,1,0,calidad,bajo
603,0.83,0.9,5,245,5,0,1,0,calidad,bajo
604,0.11,0.79,6,292,4,0,1,0,sistemas,bajo
605,0.86,0.92,5,252,5,0,1,0,i+d,bajo
606,0.38,0.56,2,161,3,0,1,0,i+d,medio
607,0.11,0.88,5,250,4,0,1,0,i+d,medio
608,0.45,0.49,2,134,3,0,1,0,i+d,medio
609,0.1,0.85,7,279,4,0,1,0,i+d,medio
610,0.09,0.95,7,256,4,0,1,0,publicidad,medio
611,0.39,0.53,2,127,3,0,1,0,ventas,medio
612,0.37,0.47,2,138,3,1,1,0,finanzas,medio
613,0.81,0.97,5,243,5,0,1,0,mantenimiento,medio
614,0.09,0.9,7,296,4,0,1,0,,medio
615,0.1,0.88,7,267,4,0,1,0,gerencia y admon,medio
616,0.39,0.49,2,144,3,0,1,0,publicidad,medio
617,0.83,0.95,4,251,5,0,1,0,publicidad,medio
618,0.45,0.57,2,148,3,0,1,0,publicidad,alto
619,0.43,0.51,2,141,3,0,1,0,ventas,bajo
620,0.8,0.75,3,268,2,0,1,0,ventas,medio
621,0.1,0.86,6,247,4,0,1,0,ventas,medio
622,0.1,0.55,2,247,4,0,1,0,ventas,medio
623,0.36,0.52,2,146,3,0,1,0,ventas,medio
624,0.38,0.5,2,140,3,0,1,0,ventas,bajo
625,0.78,0.98,5,263,6,0,1,0,ventas,bajo
626,0.44,0.49,2,145,3,0,1,0,ventas,bajo
627,0.41,0.46,2,156,3,1,1,0,ventas,bajo
628,0.72,0.85,5,244,6,0,1,0,ventas,bajo
629,0.46,0.54,2,144,3,0,1,0,ventas,bajo
630,0.1,0.9,7,286,4,0,1,0,ventas,bajo
631,0.34,0.67,4,141,2,0,1,0,ventas,bajo
632,0.11,0.89,6,260,5,0,1,0,ventas,bajo
633,0.38,0.56,2,154,3,0,1,0,ventas,bajo
634,0.82,0.92,5,225,5,0,1,0,ventas,bajo
635,0.39,0.57,2,127,3,0,1,0,ventas,bajo
636,0.44,0.53,2,140,3,0,1,0,ventas,bajo
637,0.43,0.52,2,147,3,0,1,0,ventas,bajo
638,0.84,0.83,4,227,5,0,1,0,finanzas,bajo
639,0.43,0.48,2,153,3,0,1,0,finanzas,bajo
640,0.37,0.52,2,128,3,0,1,0,finanzas,bajo
641,0.74,0.97,4,228,5,0,1,0,rr.hh.,bajo
642,0.73,0.97,5,235,5,0,1,0,rr.hh.,bajo
643,0.37,0.47,2,148,3,0,1,0,rr.hh.,bajo
644,0.58,0.62,4,238,3,0,1,0,rr.hh.,bajo
645,0.4,0.54,2,141,3,0,1,0,,medio
646,0.51,0.83,5,249,4,0,1,0,,medio
647,0.46,0.5,2,151,3,0,1,0,,medio
648,0.45,0.54,2,129,3,0,1,0,,medio
649,0.46,0.5,2,156,3,0,1,0,,medio
650,0.39,0.45,2,134,3,0,1,0,,medio
651,0.09,0.88,6,269,4,0,1,0,,medio
652,0.09,0.77,6,290,4,0,1,0,,medio
653,0.37,0.51,2,132,3,0,1,0,,medio
654,0.1,0.89,7,308,4,0,1,0,,medio
655,0.77,1.0,4,232,5,0,1,0,,medio
656,0.79,0.86,5,235,5,0,1,0,mantenimiento,medio
657,0.43,0.55,2,130,3,0,1,0,mantenimiento,alto
658,0.38,0.53,2,146,3,0,1,0,mantenimiento,bajo
659,0.77,0.91,5,221,6,0,1,0,mantenimiento,medio
660,0.44,0.5,2,130,3,0,1,0,mantenimiento,medio
661,0.39,0.46,2,136,3,0,1,0,mantenimiento,medio
662,0.78,0.89,5,274,6,0,1,0,mantenimiento,medio
663,0.1,0.79,6,256,5,0,1,0,mantenimiento,bajo
664,0.1,0.77,5,276,4,0,1,0,mantenimiento,bajo
665,0.75,0.85,5,267,5,0,1,0,mantenimiento,bajo
666,0.46,0.62,6,213,3,0,1,0,mantenimiento,bajo
667,0.91,0.97,4,274,6,0,1,0,,bajo
668,0.1,0.92,6,258,4,0,1,0,,bajo
669,0.72,0.6,3,153,5,0,1,0,,bajo
670,0.11,0.95,6,245,4,0,1,0,gerencia y admon,bajo
671,0.11,0.94,6,264,4,0,1,0,sistemas,bajo
672,0.46,0.57,2,154,3,0,1,0,sistemas,bajo
673,0.37,0.46,2,149,3,0,1,0,sistemas,bajo
674,0.46,0.5,2,157,3,0,1,0,sistemas,bajo
675,0.43,0.57,2,127,3,0,1,0,sistemas,bajo
676,0.11,0.82,6,270,4,0,1,0,calidad,bajo
677,0.73,0.89,5,236,6,0,1,0,calidad,bajo
678,0.43,0.47,2,158,3,0,1,0,calidad,bajo
679,0.86,1.0,5,229,5,0,1,0,calidad,bajo
680,0.1,0.83,6,269,4,0,1,0,sistemas,bajo
681,0.4,0.49,2,128,3,0,1,0,ventas,bajo
682,0.11,0.87,7,278,4,0,1,0,ventas,bajo
683,0.86,0.98,3,158,5,0,1,0,ventas,bajo
684,0.42,1.0,3,202,3,0,1,0,ventas,medio
685,0.79,0.84,4,240,5,0,1,0,ventas,medio
686,0.1,0.96,7,255,4,0,1,0,publicidad,medio
687,0.09,0.92,7,254,4,0,1,0,ventas,medio
688,0.09,0.82,6,257,4,0,1,0,finanzas,medio
689,0.87,1.0,4,228,5,0,1,0,mantenimiento,medio
690,0.36,0.49,2,145,3,0,1,0,,medio
691,0.42,0.75,3,218,4,0,1,0,gerencia y admon,medio
692,0.84,0.86,5,268,5,0,1,0,publicidad,medio
693,0.1,0.83,6,278,4,0,1,0,publicidad,medio
694,0.78,0.71,3,249,5,0,1,0,publicidad,medio
695,0.35,0.99,3,236,4,0,1,0,ventas,medio
696,0.1,0.81,7,291,4,0,1,0,ventas,alto
697,0.11,0.8,6,306,4,0,1,0,ventas,bajo
698,0.43,0.48,2,135,3,0,1,0,ventas,medio
699,0.38,0.45,2,156,3,0,1,0,ventas,medio
700,0.46,0.54,2,143,3,0,1,0,ventas,medio
701,0.89,0.82,4,243,5,0,1,0,ventas,medio
702,0.45,0.5,2,147,3,0,1,0,ventas,bajo
703,0.44,0.53,2,159,3,0,1,0,ventas,bajo
704,0.74,0.54,5,216,3,0,1,0,ventas,bajo
705,0.45,0.54,2,152,3,0,1,0,ventas,bajo
706,0.79,0.93,4,226,5,0,1,0,ventas,bajo
707,0.79,0.91,5,271,5,0,1,0,ventas,bajo
708,0.11,0.87,6,255,4,0,1,0,ventas,bajo
709,0.42,0.48,2,140,3,0,1,0,ventas,bajo
710,0.64,0.9,6,252,2,0,1,0,ventas,bajo
711,0.4,0.55,2,159,3,0,1,0,ventas,bajo
712,0.84,0.98,5,270,5,0,1,0,ventas,bajo
713,0.73,0.92,5,232,5,0,1,0,ventas,bajo
714,0.4,0.51,2,144,3,0,1,0,finanzas,bajo
715,0.36,0.45,2,127,3,0,1,0,finanzas,bajo
716,0.43,0.47,2,131,3,0,1,0,finanzas,bajo
717,0.11,0.78,6,243,4,0,1,0,rr.hh.,bajo
718,0.91,1.0,5,244,6,0,1,0,rr.hh.,bajo
719,0.8,1.0,5,260,5,0,1,0,rr.hh.,bajo
720,0.42,0.49,2,139,3,0,1,0,rr.hh.,bajo
721,0.31,0.87,4,184,3,0,1,0,,bajo
722,0.44,0.47,2,130,3,0,1,0,,bajo
723,0.38,0.54,2,135,3,0,1,0,,medio
724,0.45,0.56,2,146,3,0,1,0,,medio
725,0.43,0.46,2,149,3,0,1,0,,medio
726,0.45,0.46,2,153,3,1,1,0,,medio
727,0.43,0.57,2,160,3,0,1,0,,medio
728,0.43,0.49,2,160,3,0,1,0,,medio
729,0.09,0.83,6,282,4,0,1,0,,medio
730,0.43,0.47,2,128,3,0,1,0,,medio
731,0.79,0.94,4,232,5,0,1,0,,medio
732,0.85,0.58,3,226,2,0,1,0,mantenimiento,medio
733,0.38,0.45,2,129,3,0,1,0,mantenimiento,medio
734,0.11,0.92,7,255,4,0,1,0,mantenimiento,medio
735,0.83,0.99,5,258,5,0,1,0,mantenimiento,alto
736,0.81,0.91,4,229,5,0,1,0,mantenimiento,bajo
737,0.42,0.56,2,143,3,0,1,0,mantenimiento,medio
738,0.11,0.87,6,257,4,0,1,0,mantenimiento,medio
739,0.11,0.85,7,275,4,0,1,0,mantenimiento,medio
740,0.1,0.89,7,291,4,0,1,0,mantenimiento,medio
741,0.5,0.54,5,153,4,0,1,0,mantenimiento,bajo
742,0.44,0.49,2,154,3,0,1,0,mantenimiento,bajo
743,0.11,0.9,6,301,4,0,1,0,,bajo
744,0.39,0.52,2,134,3,0,1,0,,bajo
745,0.11,0.78,6,245,4,0,1,0,,bajo
746,0.36,0.5,2,132,3,0,1,0,gerencia y admon,bajo
747,0.43,0.51,2,130,3,0,1,0,sistemas,bajo
748,0.4,0.5,2,127,3,0,1,0,sistemas,bajo
749,0.86,0.84,4,246,6,0,1,0,sistemas,bajo
750,0.38,0.49,2,145,3,0,1,0,sistemas,bajo
751,0.46,0.45,2,138,3,0,1,1,sistemas,bajo
752,0.37,0.57,2,129,3,0,1,0,calidad,bajo
753,0.43,0.52,2,150,3,0,1,0,calidad,bajo
754,0.66,0.93,5,253,5,0,1,0,calidad,bajo
755,0.37,0.48,2,160,3,0,1,0,calidad,bajo
756,0.77,0.92,5,235,5,0,1,0,sistemas,bajo
757,0.38,0.55,2,151,3,0,1,0,ventas,bajo
758,0.39,0.54,2,127,3,0,1,0,ventas,bajo
759,0.41,0.55,2,151,3,0,1,0,ventas,bajo
760,0.1,0.9,7,290,4,0,1,0,ventas,bajo
761,0.09,0.93,6,249,4,0,1,0,ventas,bajo
762,0.41,0.47,2,131,3,0,1,0,publicidad,medio
763,0.39,0.46,2,159,3,0,1,0,ventas,medio
764,0.83,0.99,4,223,5,0,1,0,finanzas,medio
765,0.09,0.87,3,214,2,0,1,0,mantenimiento,medio
766,0.75,0.81,5,227,5,0,1,0,,medio
767,0.44,0.54,2,127,3,0,1,0,gerencia y admon,medio
768,0.1,0.84,6,293,5,0,1,0,publicidad,medio
769,0.42,0.46,2,141,3,0,1,0,publicidad,medio
770,0.1,0.83,6,300,4,0,1,0,publicidad,medio
771,0.1,0.86,6,309,4,0,1,0,ventas,medio
772,0.31,0.77,4,149,3,0,1,0,ventas,medio
773,0.42,0.54,2,159,3,0,1,0,ventas,medio
774,0.38,0.5,2,152,3,0,1,0,ventas,alto
775,0.39,0.57,2,158,3,0,1,0,ventas,bajo
776,0.1,0.97,6,254,5,0,1,0,ventas,medio
777,0.11,0.93,6,294,4,0,1,0,ventas,medio
778,0.1,0.92,7,269,4,0,1,0,ventas,medio
779,0.11,0.9,7,247,4,0,1,0,ventas,medio
780,0.44,0.65,3,271,4,0,1,0,ventas,bajo
781,0.91,0.96,4,232,5,0,1,0,ventas,bajo
782,0.72,1.0,4,245,5,0,1,0,ventas,bajo
783,0.36,0.46,2,132,3,0,1,0,ventas,bajo
784,0.44,0.57,2,131,3,0,1,0,ventas,bajo
785,0.85,0.99,5,248,5,0,1,0,ventas,bajo
786,0.78,0.93,5,225,5,0,1,0,ventas,bajo
787,0.39,0.46,2,156,3,0,1,0,ventas,bajo
788,0.78,0.81,3,222,2,0,1,0,ventas,bajo
789,0.1,0.92,6,243,4,1,1,0,ventas,bajo
790,0.23,0.99,4,204,4,1,1,0,finanzas,bajo
791,0.11,0.87,6,301,4,0,1,0,finanzas,bajo
792,0.9,0.83,5,259,5,0,1,0,finanzas,bajo
793,0.91,0.89,4,247,5,0,1,0,rr.hh.,bajo
794,0.11,0.79,7,295,4,0,1,0,rr.hh.,bajo
795,0.43,0.54,2,150,3,0,1,0,rr.hh.,bajo
796,0.45,0.49,2,151,3,0,1,0,rr.hh.,bajo
797,0.11,0.91,5,291,4,0,1,0,,bajo
798,0.11,0.93,6,253,4,1,1,0,,bajo
799,0.43,0.5,2,161,3,0,1,0,,bajo
800,0.91,0.97,4,251,6,0,1,0,,bajo
801,0.43,0.55,2,153,3,0,1,0,,medio
802,0.85,0.82,5,264,6,0,1,0,,medio
803,0.1,0.77,6,310,4,0,1,0,,medio
804,0.81,0.95,5,266,5,0,1,0,,medio
805,0.36,0.62,4,237,2,0,1,0,,medio
806,0.45,0.54,2,138,3,0,1,0,,medio
807,0.86,1.0,5,227,5,0,1,0,,medio
808,0.71,1.0,4,300,5,0,1,0,mantenimiento,medio
809,0.11,0.97,7,310,4,0,1,0,mantenimiento,medio
810,0.84,0.93,5,236,5,0,1,0,mantenimiento,medio
811,0.09,0.97,7,288,4,0,1,0,mantenimiento,medio
812,0.38,0.49,2,127,3,0,1,0,mantenimiento,medio
813,0.15,0.55,6,139,4,0,1,0,mantenimiento,alto
814,0.1,0.92,7,253,4,1,1,0,mantenimiento,bajo
815,0.8,0.97,4,218,5,1,1,0,mantenimiento,medio
816,0.84,0.97,5,251,5,0,1,0,mantenimiento,medio
817,0.11,0.87,6,264,4,0,1,0,mantenimiento,medio
818,0.89,0.79,3,149,2,0,1,0,mantenimiento,medio
819,0.45,0.51,2,138,3,0,1,0,,bajo
820,0.11,0.93,7,284,4,0,1,0,,bajo
821,0.74,0.93,5,244,5,0,1,0,,bajo
822,0.41,0.5,2,128,3,0,1,0,gerencia y admon,bajo
823,0.44,0.53,2,154,3,0,1,0,sistemas,bajo
824,0.37,0.56,2,138,3,0,1,0,sistemas,bajo
825,0.11,0.86,6,308,4,0,1,0,sistemas,bajo
826,0.1,0.93,6,269,4,0,1,0,sistemas,bajo
827,0.7,0.74,6,136,3,0,1,0,sistemas,bajo
828,0.59,1.0,2,160,5,0,1,0,calidad,bajo
829,0.38,0.53,2,138,3,0,1,0,calidad,bajo
830,0.72,0.95,4,220,5,0,1,0,calidad,bajo
831,0.73,1.0,5,274,5,0,1,0,calidad,bajo
832,0.39,0.48,2,161,3,0,1,0,sistemas,bajo
833,0.89,0.82,5,224,6,0,1,0,i+d,bajo
834,0.89,1.0,4,260,5,0,1,0,i+d,bajo
835,0.11,0.78,6,300,4,1,1,0,i+d,bajo
836,0.43,0.56,2,133,3,0,1,0,i+d,bajo
837,0.09,0.93,6,308,4,0,1,0,i+d,bajo
838,0.81,0.9,5,238,6,0,1,0,publicidad,bajo
839,0.37,0.53,2,126,3,0,1,0,ventas,bajo
840,0.36,0.56,2,138,3,0,1,0,finanzas,medio
841,0.11,0.85,6,299,4,0,1,0,mantenimiento,medio
842,0.1,0.85,6,254,4,0,1,0,,medio
843,0.66,0.47,7,156,2,0,1,0,gerencia y admon,medio
844,0.39,0.47,2,152,3,0,1,0,publicidad,medio
845,0.44,0.51,2,146,3,0,1,0,publicidad,medio
846,0.1,0.84,6,253,4,0,1,0,publicidad,medio
847,0.79,0.94,5,227,6,0,1,0,ventas,medio
848,0.1,0.81,6,301,4,1,1,0,ventas,medio
849,0.54,0.94,6,294,3,0,1,0,ventas,medio
850,0.37,0.47,2,151,3,0,1,0,ventas,medio
851,0.37,0.57,2,128,3,0,1,0,ventas,medio
852,0.82,0.89,5,217,5,0,1,0,ventas,alto
853,0.45,0.52,2,160,3,0,1,0,ventas,bajo
854,0.79,0.9,5,263,5,0,1,0,ventas,medio
855,0.42,0.56,2,156,3,0,1,0,ventas,medio
856,0.1,0.85,6,273,4,0,1,0,ventas,medio
857,0.11,0.78,6,303,4,0,1,0,ventas,medio
858,0.74,1.0,4,253,5,0,1,0,ventas,bajo
859,0.1,0.93,6,270,4,0,1,0,ventas,bajo
860,0.79,1.0,4,218,5,0,1,0,ventas,bajo
861,0.43,0.48,2,144,3,0,1,0,ventas,bajo
862,0.41,0.47,2,154,3,0,1,0,ventas,bajo
863,0.39,0.55,2,146,3,0,1,0,ventas,bajo
864,0.1,0.94,6,260,4,0,1,0,ventas,bajo
865,0.82,0.85,5,218,5,0,1,0,ventas,bajo
866,0.41,0.46,2,128,3,0,1,0,finanzas,bajo
867,0.42,0.56,2,128,3,0,1,0,finanzas,bajo
868,0.74,0.88,4,248,6,0,1,0,finanzas,bajo
869,0.38,0.57,2,152,3,1,1,0,rr.hh.,bajo
870,0.39,0.56,2,126,3,0,1,0,rr.hh.,bajo
871,0.87,0.94,4,260,5,0,1,0,rr.hh.,bajo
872,0.1,0.9,5,263,4,0,1,0,rr.hh.,bajo
873,0.78,1.0,5,220,5,0,1,0,,bajo
874,0.14,0.73,7,282,5,0,1,0,,bajo
875,0.11,0.94,6,277,5,0,1,0,,bajo
876,0.91,0.94,5,257,5,0,1,0,,bajo
877,0.49,0.63,6,265,3,0,1,0,,bajo
878,0.38,0.47,2,143,3,0,1,0,,bajo
879,0.82,0.97,5,263,5,0,1,0,,medio
880,0.38,0.88,3,154,4,0,1,0,,medio
881,0.89,1.0,5,253,5,0,1,0,,medio
882,0.11,0.79,6,294,4,0,1,0,,medio
883,0.37,0.51,2,128,3,0,1,0,,medio
884,0.38,0.5,2,153,3,0,1,0,mantenimiento,medio
885,0.78,0.87,5,256,5,0,1,0,mantenimiento,medio
886,0.41,0.51,2,127,3,0,1,0,mantenimiento,medio
887,0.41,0.51,2,137,3,0,1,0,mantenimiento,medio
888,0.11,0.83,6,295,4,0,1,0,mantenimiento,medio
889,0.11,0.79,6,281,4,0,1,0,mantenimiento,medio
890,0.43,0.57,2,131,3,1,1,0,mantenimiento,medio
891,0.75,0.86,5,237,5,0,1,0,mantenimiento,alto
892,0.74,0.99,4,276,5,0,1,0,mantenimiento,bajo
893,0.85,0.85,5,267,5,0,1,0,mantenimiento,medio
894,0.73,0.92,5,266,5,0,1,0,mantenimiento,medio
895,0.1,0.79,6,294,4,0,1,0,,medio
896,0.44,0.56,2,134,3,0,1,0,,medio
897,0.3,0.56,3,309,4,1,1,0,,bajo
898,0.11,0.77,7,273,4,0,1,0,gerencia y admon,bajo
899,0.84,0.83,5,238,5,0,1,0,sistemas,bajo
900,0.78,0.94,5,271,6,0,1,0,sistemas,bajo
901,0.43,0.53,2,145,3,0,1,0,sistemas,bajo
902,0.36,0.55,2,152,3,0,1,0,sistemas,bajo
903,0.43,0.47,2,128,3,0,1,0,sistemas,bajo
904,0.45,0.46,2,142,3,0,1,0,calidad,bajo
905,0.76,0.93,5,238,5,0,1,0,calidad,bajo
906,0.1,0.78,7,286,4,0,1,0,calidad,bajo
907,0.09,0.86,6,291,4,0,1,0,calidad,bajo
908,0.92,1.0,5,259,5,0,1,0,sistemas,bajo
909,0.92,0.9,5,248,5,0,1,0,ventas,bajo
910,0.79,0.98,4,271,5,0,1,0,ventas,bajo
911,0.43,0.51,2,140,3,0,1,0,ventas,bajo
912,0.8,0.95,4,274,5,0,1,0,ventas,bajo
913,0.44,0.49,2,127,3,1,1,0,ventas,bajo
914,0.89,0.87,5,275,6,0,1,0,publicidad,bajo
915,0.48,0.88,3,239,3,0,1,0,ventas,bajo
916,0.11,0.82,6,304,4,1,1,0,finanzas,bajo
917,0.38,0.55,2,145,3,0,1,0,mantenimiento,bajo
918,0.11,0.85,6,259,4,0,1,0,,medio
919,0.82,0.86,4,264,5,0,1,0,gerencia y admon,medio
920,0.37,0.45,2,160,3,0,1,0,publicidad,medio
921,0.4,0.48,2,138,3,0,1,0,publicidad,medio
922,0.43,0.47,2,137,3,0,1,0,publicidad,medio
923,0.44,0.5,2,156,3,0,1,0,ventas,medio
924,0.42,0.56,2,147,3,0,1,0,ventas,medio
925,0.11,0.8,7,243,4,0,1,0,ventas,medio
